url,name,title
http://www.epocacosmeticos.com.br/effaclar-duo----la-roche-posay-tratamento-antimanchas/p,Effaclar Duo[+] La Roche Posay - Tratamento Antimanchas - 40ml,Effaclar Duo - La Roche-Posay - Época Cosméticos
http://www.epocacosmeticos.com.br/maximum-coverage-bareminerals-pincel/p,Maximum Coverage bareMinerals - Pincel,Maximum Coverage bareMinerals - Pincel - Época Cosméticos
http://www.epocacosmeticos.com.br/c-p-r-senscience-tratamento-reconstrutor-intensivo/p,C.P.R. Senscience - Tratamento Reconstrutor Intensivo - 2 x 25ml,C.P.R. Senscience - Tratamento Reconstrutor Intensivo na Época Cosméticos Perfumaria - Época Cosméticos
http://www.epocacosmeticos.com.br/silk-moisture-senscience-shampoo-hidratante/p,Silk Moisture Senscience - Shampoo Hidratante,Silk Moisture Senscience - Shampoo Hidratante na Época Cosméticos Perfumaria - Época Cosméticos
http://www.epocacosmeticos.com.br/bio-kortex-condicionador-reestruturador-futura-biotech-condicionador-reestruturador/p,Bio-Kortex Condicionador Reestruturador Futura Biotech - Condicionador Reestruturador - 150ml,Bio-Kortex Condicionador Reestruturador Futura Biotech - Condicionador Reestruturador na Época Cosméticos Perfumaria - Época Cosméticos
http://www.epocacosmeticos.com.br/normalize-fps-60-ada-tina-protetor-solar/p,Normalize Fps 60 Ada Tina - Protetor Solar - 50ml,Normalize Fps 60 Ada Tina - Protetor Solar Facial na Época Cosméticos Perfumaria - Época Cosméticos
http://www.epocacosmeticos.com.br/locao-tonica-facial-dermatus-tonico-facial/p,Loção Tônica Facial Dermatus - Tônico Facial - 120ml,Loção Tônica Facial Dermatus - Tônico Facial - Época Cosméticos
http://www.epocacosmeticos.com.br/pincel-para-po-black-klass-vough-pincel-para-po/p,Pincel para Pó Black Klass Vough - Pincel para Pó,Pincel para Pó Black Klass Vough - Pincel Profissional para Pó Facial na Época Cosméticos Perfumaria - Época Cosméticos
http://www.epocacosmeticos.com.br/mineral-veil-fps25-bareminerals-po-facial/p,Mineral Veil FPS25 bareMinerals - Pó Facial - Translúcido,Mineral Veil FPS25 bareMinerals - Pó Facial - Época Cosméticos
http://www.epocacosmeticos.com.br/silk-moisture-senscience-condicionador-reconstrutor/p,Silk Moisture Senscience - Condicionador Reconstrutor,Silk Moisture Senscience - Condicionador para Cabelos Danificados na Época Cosméticos Perfumaria - Época Cosméticos
http://www.epocacosmeticos.com.br/inner-restore-deep-moist-senscience-condicionador-reconstrutor/p,Inner Restore Deep Moist Senscience - Condicionador Reconstrutor - 50ml,Inner Restore Deep Moist Senscience - Condicionador Reparador na Época Cosméticos Perfumaria - Época Cosméticos
http://www.epocacosmeticos.com.br/smooth-senscience-shampoo-hidratante/p,Smooth Senscience - Shampoo Hidratante,Smooth Senscience - Shampoo Hidratante para Cabelos Crespos na Época Cosméticos Perfumaria - Época Cosméticos
http://www.epocacosmeticos.com.br/core-collection-real-techniques-kit-de-pinceis-para-preparo-da-pele/p,Core Collection Real Techniques - Kit de Pincéis para Preparo da Pele,Core Collection Real Techniques - Kit de Pincéis para Preparo da Pele  na Época Cosméticos Perfumaria - Época Cosméticos
http://www.epocacosmeticos.com.br/six-piece-essential-eye-set-ecotools-kit-de-pinceis-para-sombra/p,Six Piece Essential Eye Set Ecotools - Kit de Pincéis para Sombra,Six Piece Essential Eye Set Ecotools - Kit de Pincéis para Sombra na Época Cosméticos Perfumaria - Época Cosméticos
http://www.epocacosmeticos.com.br/bio-kortex-i-futura-biotech-restruturador-capilar/p,Bio-Kortex i Futura Biotech - Restruturador Capilar - 15ml,Bio-Kortex i Futura Biotech - Restruturador Capilar - Época Cosméticos
http://www.epocacosmeticos.com.br/pocket-kabuki-silver-klass-vough-kit-de-pinceis-para-maquiagem/p,Pocket Kabuki Silver Klass Vough - Kit de Pincéis para Maquiagem,Pocket Kabuki Silver Klass Vough - Kit de Pincéis na Época Cosméticos Perfumaria - Época Cosméticos
http://www.epocacosmeticos.com.br/flat-foundation-ecotools-pincel-para-base/p,Flat Foudation Ecotools - Pincel para Base,Flat Foudation Ecotools - Pincel para Base na Época Cosméticos Perfumaria - Época Cosméticos
http://www.epocacosmeticos.com.br/six-piece-starter-set-ecotools-kit-de-pinceis-para-maquiagem/p,Six Piece Starter Set Ecotools - Kit de Pincéis para Maquiagem,Six Piece Starter Set Ecotools - Kit de Pincéis para Maquiagem na Época Cosméticos Perfumaria - Época Cosméticos
http://www.epocacosmeticos.com.br/dark-9-klass-vough-kit-de-pinceis-para-maquiagem/p,Dark 9 Klass Vough - Kit de Pincéis para Maquiagem,Dark 9 Klass Vough - Kit de Pincéis - Época Cosméticos
http://www.epocacosmeticos.com.br/locao-facial-com-camomila-matricaria-dermatus-tonico-facial/p,Loção Facial com Camomila Matricária Dermatus - Tônico Facial - 120ml,Loção Facial com Camomila Matricária Dermatus - Tônico Facial - Época Cosméticos
http://www.epocacosmeticos.com.br/expert-face-brush-real-techniques-pincel-facial/p,Expert Face Brush Real Techniques - Pincel Facial,Expert Face Brush Real Techniques - Pincel Facial na Época Cosméticos Perfumaria - Época Cosméticos
http://www.epocacosmeticos.com.br/silicone-liner-brush-real-techniques-pincel-delinenador-de-silicone/p,Silicone Liner Brush Real Techniques - Pincel Delinenador de Silicone,Silicone Liner Brush Real Techniques - Pincel Delinenador de Silicone na Época Cosméticos Perfumaria - Época Cosméticos
http://www.epocacosmeticos.com.br/smoke-screens-ubu-kit-de-pinceis-para-olhos/p,Smoke Screens UBU - Kit de Pincéis para Olhos,Smoke Screens UBU Kit de Pincéis na Época Cosméticos - Época Cosméticos
http://www.epocacosmeticos.com.br/complex-up-aqua-dermatus-tonico-facial/p,Complex Up Aqua Dermatus - Tônico Facial - 120ml,Complex Up Aqua Dermatus - Tônico Facial - Época Cosméticos
http://www.epocacosmeticos.com.br/foundation-liquid-oily-skin-fps15-biomarine-base-facial/p,Foundation Liquid Oily Skin FPS15 Biomarine - Base Facial - Natural,Foundation Liquid Oily Skin FPS15 Biomarine - Base Facial - Época Cosméticos
http://www.epocacosmeticos.com.br/purify-senscience-shampoo-de-limpeza-profunda/p,Purify Senscience - Shampoo de Limpeza Profunda - 50ml,Purify Senscience - Shampoo de Limpeza Profunda na Época Cosméticos Perfumaria - Época Cosméticos
http://www.epocacosmeticos.com.br/tapered-blush-ecotools-pincel-para-blush/p,Tapered Blush Ecotools - Pincel para Blush,Tapered Blush Ecotools na Época Cosméticos - Época Cosméticos
http://www.epocacosmeticos.com.br/double-finish-refil-artdeco-base-facial/p,Double Finish Refil Artdeco - Base Facial,Double Finish Refil Artdeco - Base Compacta na Época Cosméticos Perfumaria - Época Cosméticos
http://www.epocacosmeticos.com.br/dream-cream-lola-mascara-para-cabelos/p,Dream Cream Lola - Máscara Para Cabelos,Dream Cream Lola - Máscara Para Cabelos - Época Cosméticos
http://www.epocacosmeticos.com.br/bb-cream-5-em-1-spf20-loreal-paris-base/p,BB Cream 5 em 1 SPF20 50ml L'oréal Paris - Base,BB Cream 5 em 1 SPF20 L'oréal Paris - Base - Época Cosméticos
http://www.epocacosmeticos.com.br/x-peel-ada-tina-rejuvenescedor-facial/p,X-PEEL Ada Tina - Rejuvenescedor Facial - 30ml,X-PEEL Ada Tina - Rejuvenescedor Facial | Época Cosméticos - Época Cosméticos
http://www.epocacosmeticos.com.br/behind-enemy-lines-eyeliner-markwins-estojo-de-maquiagem/p,Behind Enemy Lines Eyeliner Markwins - Estojo de Maquiagem,Behind Enemy Lines Eyeliner Markwins - Estojo de Maquiagem - Época Cosméticos
http://www.epocacosmeticos.com.br/normalize-fps-30-ada-tina-protetor-solar/p,Normalize Fps 30 Ada Tina - Protetor Solar - 50ml,Normalize Fps 30 Ada Tina - Protetor Solar na Época Cosméticos Perfumaria - Época Cosméticos
http://www.epocacosmeticos.com.br/normaderm-tonico-adstrigente-vichy-tonico-facial/p,Normaderm Tônico Adstrigente Vichy - Tônico Facial - 200ml,Normaderm Tônico Adstrigente Vichy - Tônico Facial na Época Cosméticos Perfumaria - Época Cosméticos
http://www.epocacosmeticos.com.br/matitude-arcancil-base-facial/p,Matitude Arcancil - Base Facial,Matitude Arcancil - Base Facial de Longa Duração na Época Cosméticos Perfumaria - Época Cosméticos
http://www.epocacosmeticos.com.br/duo-fiber-profissional-picture-perfect-ubu-pincel/p,Duo Fiber Profissional Picture Perfect UBU - Pincel,Duo Fiber Profissional Picture Perfect UBU na Época Cosméticos - Época Cosméticos
http://www.epocacosmeticos.com.br/anthelios-ac-antioleosidade-fluide-fps60-la-roche-posay-protetor-solar-facial/p,Anthelios Ac Antioleosidade Fluide FPS60 La Roche Posay - Protetor Solar Facial - 50ml,Anthelios Ac Antioleosidade Fluide FPS60 La Roche Posay - Protetor Solar Facial - Época Cosméticos
http://www.epocacosmeticos.com.br/powder-brush-ecotools-pincel-para-po/p,Powder Brush Ecotools - Pincel para Pó,Powder Brush Ecotools na Época Cosméticos - Época Cosméticos
http://www.epocacosmeticos.com.br/bb-cream-olhos-l-oreal-paris-15ml-hidratante-para-o-contorno-dos-olhos/p,BB Cream Olhos L'oréal Paris 15ml - Hidratante para o Contorno dos Olhos,BB Cream Olhos  L'oréal Paris - Época Cosméticos
http://www.epocacosmeticos.com.br/bold-metals-tapered-blush-real-techniques-pincel-para-blush/p,Bold Metals Tapered Blush Real Techniques - Pincel para Blush,Bold Metals Tapered Blush Real Techniques na Época Cosméticos - Época Cosméticos
http://www.epocacosmeticos.com.br/double-finish-artdeco-base-facial/p,Double Finish Artdeco - Base Facial,Double Finish Artdeco - Base Dupla Ação na Época Cosméticos Perfumaria - Época Cosméticos
http://www.epocacosmeticos.com.br/amplex-hydra-balm-ada-tina-condicionador-hidratante/p,Amplex Hydra Balm Ada Tina - Condicionador Hidratante - 100ml,Amplex Hydra Balm Ada Tina - Condicionador Hidratante na Época Cosméticos Perfumaria - Época Cosméticos
http://www.epocacosmeticos.com.br/-anthelios-ac-fps-40-fluido-com-cor-la-roche-posay-protetor-solar/p,Anthelios Ac Fps 40 Fluido com Cor La Roche Posay - Protetor Solar - 50ml,Anthelios Ac Fps 40 Fluido com Cor La Roche Posay - Protetor Solar na Época Cosméticos Perfumaria - Época Cosméticos
http://www.epocacosmeticos.com.br/super-softy-ubu-pincel-para-po/p,Super Softy UBU - Pincel para Pó,Super Softy Pincel para Pó UBU na Época Cosméticos - Época Cosméticos
